foodname,portiondesc
"Oil, vegetable",tablespoon
"Wine, cooking, sherry",tablespoon
"Buttermilk, whole",cup
"Yogurt, vanilla, lowfat, low calorie sweetener",container (8 oz)
"Bratwurst, beef, cooked",link (3 oz)
"Cheeseburger, 1/3 lb meat, with mayonnaise and ketchup, on bun",cheeseburger
"Cheeseburger, 1/3 lb meat, with mayonnaise and ketchup, on bun",Hardee's cheeseburger
"Roast beef sub, with cheese, lettuce, tomato and mayo",sub sandwich
"Roast beef sub, with cheese, lettuce, tomato and mayo","Jerry's Sub (8"" long)"
"Roasted chicken sandwich, with cheese and mayonnaise",sandwich
"Fried chicken sandwich, with cheese, lettuce, tomato and mayonnaise",Wendy's sandwich
"Fried chicken sandwich, with cheese, lettuce, tomato and mayonnaise",sandwich
"Chicken submarine sandwich, with cheese, lettuce, tomato, and mayonnaise",sub sandwich
"Chicken submarine sandwich, with cheese, lettuce, tomato, and mayonnaise","Jerry's Sub (8"" long)"
"Chicken submarine sandwich, with cheese, lettuce, tomato, and mayonnaise","Subway Oven Roasted Chicken Sub (6 "" long)"
"Chicken submarine sandwich, with cheese, lettuce, tomato, and mayonnaise","Subway Sweet Onion Chicken Teriyaki Sub (6"" long)"
"Turkey, ham, and roast beef club sandwich with cheese, lettuce, tomato, and mayonnaise",sandwich
"Turkey, ham, and roast beef club sandwich with cheese, lettuce, tomato, and mayonnaise","Subway Sub (6"" long)"
"Tuna salad submarine sandwich, with cheese, lettuce and tomato",sandwich
"Tuna salad submarine sandwich, with cheese, lettuce and tomato","Subway Sub (6"" long)"
"Tuna salad submarine sandwich, with cheese, lettuce and tomato","Jerry's Sub (8"" long)"
"Breakfast sandwich, with bacon, ham, egg, and cheese",Jack-in-the-Box sandwich
"Breakfast sandwich, with bacon, ham, egg, and cheese",sandwich
"Refried beans, no fat added",cup
"Cashews, dry roasted, without salt",ounce (18 nuts)
"Sunflower seeds, hulled, unroasted, salted",tablespoon
Fruit pizza (dessert pizza),slice
"Granola bar, Nature Valley Chewy Trail Mix",bar (1.2 oz)
"Granola bar, Nature Valley Chewy Yogurt",bar (1.2 oz)
"Granola bar, Nature Valley Sweet and Salty",bar (1.2 oz)
"Granola bar, Nature Valley Crunchy",bar (1.5 oz)
"Granola bar, Quaker Chewy",bar (.8 oz)
"Granola bar, Quaker Chewy 90 Calorie",bar (.8 oz)
"Granola bar, Quaker Chewy 25% Less Sugar",bar (.8 oz)
"Granola bar, Quaker Chewy Dipps",bar
Slim Fast Original Meal Bar,bar
Honey Bunches of Oats with Vanilla Clusters,cup
Special K Cinnamon Pecan Cereal,cup
"Soft taco, with beans, cheese, lettuce and salsa",taco
"Soft taco, with beans, cheese, lettuce, salsa and sour cream",taco
"Pizza, with pineapple, thin crust",slice
"Pizza, with pineapple, regular crust",slice
"Pizza, with chicken, thin crust",slice
"Pizza, with chicken, regular crust",slice
"Pizza, with chicken, thick crust",slice
"Pizza, with chicken and vegetables, thin crust",slice
"Pizza, with chicken and vegetables, regular crust",slice
"Pizza, with chicken and vegetables, thick crust",slice
"Pizza, with chicken and pineapple, thin crust",slice
"Pizza, with chicken and pineapple, regular crust",slice
"Pizza, with chicken and pineapple, thick crust",slice
"Pizza, with extra meat and extra vegetables, prepared from frozen, thin crust",school personal size pizza
"Pizza, with extra meat and extra vegetables, prepared from frozen, thin crust",slice
"Pizza, with extra meat and extra vegetables, prepared from frozen, thick crust",school personal size pizza
"Pizza, with extra meat and extra vegetables, prepared from frozen, thick crust",slice
"Empanada, with cheese and vegetables",empanada
"Empanada, with chicken and vegetables",empanada
"Turnover, sausage, egg and cheese, lower in fat (Lean Pockets)",turnover
"Fettucina alfredo, with tuna (Tuna Helper)",cup
"Potato chips, regular",single serving bag (1 oz)
"Potato chips, ruffle, ripple, or crinkle cut",single serving bag (1 oz)
Cheese fries,Arby's medium order
"Cheese fries, with bacon",cup
"Cheese fries, with bacon",restaurant order
Chili cheese fries,cup
Chili cheese fries,Hardee's order
Chili cheese fries,Carl's Jr. order
"French fries, with chili",cup
"Hash browns, refrigerated, unprepared",cup
"Hash browns, refrigerated, unprepared",package (20 oz)
"Hash browns, frozen, unprepared",cup
Nonstick cooking spray (PAM),spray
"Tea, hibiscus",cup
"Fruit-flavored sports drink or thirst quencher beverage, low calorie",cup
"Gatorade G2 thirst quencher sports drink, low calorie",bottle (20 fl oz)
"Powerade Zero sports drink, low calorie",bottle (12 fl oz)
Mimosa,cocktail
Biscuit mix,cup
"Green chiles, canned","tablespoon, chopped"
"Black beans, canned, low sodium",cup
"Corn, yellow, canned, cream style",cup
"Great northern beans, canned, low sodium",cup
"Kidney beans, canned, low sodium",cup
"Pinto beans, canned, low sodium",cup
"Tomato paste, low sodium",cup
"Peanut butter, chunky",tablespoon
"Peanut butter, creamy",tablespoon
"Parsley, dried",tablespoon
"Lima beans, frozen, no salt or fat added",cup
Lemon peel ,tablespoon
"Spaghetti sauce, low sodium",cup
"Spaghetti sauce, low sodium",jar (28 oz.)
Pico de Gallo  ,tablespoon
Pumpkin pie spice ,teaspoon
"Potato, red, raw","medium (2-1/4"" to 3"" across)"
"Taco sauce, red",tablespoon
"Mayonnaise, reduced fat",tablespoon
Rye flour,cup
Sriracha chili sauce,teaspoon
Sriracha chili sauce,portion (10 drops)
"Ground turkey, 93% or more lean, cooked, no bun",medium patty (4 per pound)
Pepper jack cheese,"cup, shredded"
Pepper jack cheese,slice (1 oz)
"Mushroom, shiitake",whole mushroom
Guacamole,cup
"Vinegar, white wine",tablespoon
"Mushroom, button",medium
"Cannellini beans, canned, low sodium",cup
"Chickpeas (garbanzo beans), canned, low sodium",cup
"Blackeye peas (cowpeas), canned, low sodium",cup
"Tomatoes, cherry","cup, cherry tomatoes"
"Tomatoes, cherry","cup, chopped or sliced"
"Tomatoes, cherry",cherry tomato
"Mushrooms, cremini",medium
"Cilantro, dried",tablespoon
"Pasta, ziti, dry","cup, ziti"
"Pasta, fettucine noodles, dry",ounce(s)
Garlic salt,teaspoon
"Tomatoes, grape","cup, chopped or sliced"
"Tomatoes, grape",grape tomato
Lime peel,tablespoon
"Mayonnaise, low fat",tablespoon
"Sour cream, low fat",cup
"Sour cream, low fat",ounce(s)
"Sour cream, low fat",container (8 oz)
"Cabbage, white, raw","cup, chopped"
"Cabbage, white, raw",medium leaf
"Cabbage, white, raw","head, medium"
"Turkey, breast, whole, roasted",breast
"Broth, chicken, dry (bouillon), low sodium",cube
"Potatoes, canned",cup
"Tomatoes, canned, diced",cup
"Corn, yellow, canned, cream style, low sodium",can (15 oz)
"canned green peas, no salt added",cup
"Tilapia, baked or broiled, with nonstick spray",medium fillet
"Tilapia, floured or breaded, baked or broiled, with butter",medium fillet
"Tilapia, floured or breaded, baked or broiled, with margarine",medium fillet
"Tilapia, floured or breaded, baked or broiled, with nonstick spray",medium fillet
"Tilapia, floured or breaded, fried in butter",medium fillet
"Tilapia, floured or breaded, fried with nonstick cooking spray",medium fillet
"Tilapia, steamed or poached",medium fillet
"Octopus, dried",ounce
"Octopus, smoked","ounce(s), cooked, boneless"
"Squid, (calimari), raw","ounce(s), boneless, raw"
"Squid, (calimari), baked or broiled, without fat",squid
"Clams, baked or broiled, without fat","ounce(s), cooked, without shell"
"Clams, baked or broiled, without fat",medium clam
"Clams, floured or breaded, baked or broiled, with oil","ounce(s), cooked, without shell"
"Clams, floured or breaded, baked or broiled, with oil",medium clam
"Clams, floured or breaded, baked or broiled, without fat","ounce(s), cooked, without shell"
"Clams, floured or breaded, baked or broiled, without fat",medium clam
"Crab, baked or broiled, without fat","ounce(s), cooked, without shell"
"Crab, baked or broiled, without fat",Pacific crab
"Crab, baked or broiled, without fat",king crab leg
"Crab, baked or broiled, without fat",crab claw
"Crab, baked or broiled, without fat",medium blue crab
"Crab, baked or broiled, without fat",snow crab leg
"Crab, baked or broiled, without fat",snow crab body with 3 legs
"Crab, floured or breaded, baked or broiled, without fat","ounce(s), cooked, without shell"
"Crab, floured or breaded, baked or broiled, without fat",Pacific crab
"Crab, floured or breaded, baked or broiled, without fat",king crab leg
"Crab, floured or breaded, baked or broiled, without fat",crab claw
"Crab, floured or breaded, baked or broiled, without fat",medium blue crab
"Crab, floured or breaded, baked or broiled, without fat",snow crab leg
"Crab, floured or breaded, baked or broiled, without fat",snow crab body with 3 legs
"Lobster, floured or breaded, fried","ounce(s), cooked, without shell"
"Lobster, floured or breaded, fried",lobster tail
"Lobster, floured or breaded, fried",medium lobster (2.5 lb live weight)
"Lobster, floured or breaded, baked or broiled, with oil","ounce(s), cooked, without shell"
"Lobster, floured or breaded, baked or broiled, with oil",lobster tail
"Lobster, floured or breaded, baked or broiled, with oil",medium lobster (2.5 lb live weight)
"Lobster, floured or breaded, baked or broiled, without fat","ounce(s), cooked, without shell"
"Lobster, floured or breaded, baked or broiled, without fat",lobster tail
"Lobster, floured or breaded, baked or broiled, without fat",medium lobster (2.5 lb live weight)
"Mussels, raw",cup
"Mussels, raw","ounce(s), without shell"
"Mussels, raw",medium mussel
"Oysters, floured or breaded, baked or broiled, without fat",Eastern oyster
"Oysters, floured or breaded, baked or broiled, without fat",oyster
"Oysters, floured or breaded, baked or broiled, without fat",Pacific oyster
"Scallops, floured or breaded, baked or broiled, with oil",scallop
"Scallops, floured or breaded, baked or broiled, without fat","scallop (2"" x 1-1/4"" x 3/4"")"
"Shrimp, baked or broiled, with nonstick spray",medium shrimp
"Shrimp, baked or broiled, with nonstick spray",prawn
"Shrimp, floured, breaded, or battered, fried with cooking spray",medium shrimp
"Shrimp, floured, breaded, or battered, fried with cooking spray",prawn
"Shrimp, floured, breaded, or battered, fried, fast food/restaurant",medium shrimp
"Shrimp, floured, breaded, or battered, fried, fast food/restaurant",prawn
"Shrimp, floured, breaded, or battered, baked or broiled, with oil",medium shrimp
"Shrimp, floured, breaded, or battered, baked or broiled, with oil",prawn
"Shrimp, floured, breaded, or battered, baked or broiled, with butter",medium shrimp
"Shrimp, floured, breaded, or battered, baked or broiled, with butter",prawn
"Shrimp, floured, breaded, or battered, baked or broiled, with margarine",medium shrimp
"Shrimp, floured, breaded, or battered, baked or broiled, with margarine",prawn
"Shrimp, floured, breaded, or battered, baked or broiled, without fat",medium shrimp
"Shrimp, floured, breaded, or battered, baked or broiled, without fat",prawn
"Shrimp, floured, breaded, or battered, baked or broiled, with nonstick spray",medium shrimp
"Shrimp, floured, breaded, or battered, baked or broiled, with nonstick spray",prawn
"Sausage gravy, made with meat drippings",cup
Pork curry,cup
"Hot dog, with chili, no bun",hot dog with chili
Veal with gravy,slice with gravy
Veal picatta (veal with butter sauce),piece with sauce
Veal cordon bleu,roll with sauce
"Venison, (deer), with tomato-based sauce",cup
"Venison, (deer), with gravy",slice with gravy
Chili con carne with venison and beans,cup
Chicken fricassee,cup
"Sweet and sour chicken, without vegetables",nugget
Sesame chicken,cup
Deviled crab,cup
Seafood newburg (mixed seafood in cream sauce),cup
Oyster cream sauce,tablespoon
Sauteed fish with tomatoes,cup
Mussels in tomato sauce,mussel with sauce
Lamb biryani,cup
Beef wellington,slice
Corned beef patty,patty
Stuffed pork,cup
Stuffed pork,stuffed pork chop
Ham croquette,croquette
Chicken biryani,cup
Tuna cakes,cake or patty
Shrimp cakes,cake or patty
"Beef, chicken, and pork chow mein (chop suey), with chow mein noodles",cup
Sausage and peppers,cup
"Chicken salad, with mayonnaise and egg",cup
"Chicken salad, with ranch dressing",cup
"Chicken salad, with light ranch dressing",cup
"Chicken salad, with Italian dressing",cup
"Chicken salad, with light Italian dressing",cup
"Chicken or turkey salad, made with any type of fat free dressing",cup
"Salad, grilled chicken, lettuce, tomato, no dressing",cup
"Tuna salad, with ranch dressing",cup
"Tuna salad, with light ranch dressing",cup
"Tuna salad, with Italian dressing",cup
"Tuna salad, with light Italian dressing",cup
"Tuna salad, with cheese, mayonnaise",cup
"Tuna salad, with cheese, low-calorie mayonnaise-type dressing (Miracle Whip Light)",cup
"Crab salad, with imitation crab",cup
"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",cup
"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",cup
"Tuna casserole, with vegetables and mushroom soup, no noodles",cup
"Cheeseburger, with mayonnaise or salad dressing, on bun",cheeseburger
"Cheeseburger, 1/4 lb meat, plain, on bun",cheeseburger
"Cheeseburger, 1/4 lb meat, with mayonnaise, on bun",cheeseburger
"Cheeseburger, 1/4 lb meat, with mushrooms, on bun",cheeseburger
"Cheeseburger, 1/4 lb meat, with mushrooms, on bun",Hardee's Mushroom and Swiss Burger
"Double cheeseburger, slider, plain, on miniature bun",White Castle Miniature
"Double cheeseburger, plain, on double-decker bun",double cheeseburger
"Cheeseburger, 1/3 lb meat, with mushrooms and mayonnaise, on bun",sandwich
"Triple cheeseburger, 1/4 lb meat patties, with mayonnaise and ketchup, on bun",triple cheeseburger
"Triple cheeseburger, 1/4 lb meat patties, with mayonnaise and ketchup, on bun",Wendy's triple cheeseburger
"Hamburger, with chili, on bun",chiliburger
"Double bacon cheeseburger, 1/3 lb meat patties, with mayonnaise, on bun",sandwich
"Bacon cheeseburger, 1/3 lb meat, with ketchup, on bun",sandwich
"Cheeseburger, 1/4 lb meat, with ham, on bun",Roy Rogers Double R Bar Burger
"Cheeseburger, 1/4 lb meat, with ham, on bun",cheeseburger with ham
"Cheeseburger, 1/4 lb meat, with cheese sauce and grilled onions, on rye bun",cheeseburger
"Hamburger, 2-1/2 oz meat, with mayonnaise, on bun",hamburger
"Hamburger, 1/4 lb meat, with mayonnaise, on bun",hamburger
"Double hamburger, with mayonnaise, on bun",double hamburger
"Double hamburger, with mayonnaise and ketchup, on bun",double hamburger
"Roast beef sandwich, with gravy",sandwich
"Roast beef sandwich, with bacon and cheese sauce",sandwich
"Steak sub, with lettuce and tomato",sandwich
Steak biscuit,Jimmy Dean sandwich
Steak biscuit,McDonald's steak biscuit
Steak biscuit,sandwich
Steak biscuit,Hardee's biscuit
"BLT (bacon, lettuce, and tomato sandwich), with light mayonnaise",sandwich
"Chicken sandwich, with bacon, lettuce, tomato and mayonnaise, on multigrain roll",sandwich
Ham salad sandwich,sandwich
Ham and cheese on English muffin,Jimmy Dean sandwich
Ham and cheese on English muffin,ham and cheese muffin
"Cuban sandwich, (cubano)","sandwich (6"")"
"Pork sandwich, with gravy",sandwich
"Ham and cheese sandwich, with lettuce, tomato, and mayonnaise",sandwich
"Grilled chicken sandwich, on oat bran bun, with lettuce, tomato, and mayonnaise",sandwich
"Turkey sandwich, with gravy",sandwich
"Italian sub, with lettuce, tomato, and mayo",sub sandwich
"Italian sub, with lettuce, tomato, and mayo","Subway Sub (6"" long)"
"Italian sausage sub, with marinara",sandwich
"Hot dog, beef, plain, on bun",hot dog on bun
"Hot dog, beef, plain, on white bread",hot dog on bread
"Hot dog, beef, plain, on wheat bread",hot dog on bread
"Hot dog, beef, plain, on white wheat bread",hot dog on bread
"Hot dog, beef, plain,  on mutigrain bread",hot dog on bread
"Hot dog, beef and pork, plain, on bun",hot dog on bun
"Hot dog, beef and pork, plain, on white bread",hot dog on bread
"Hot dog, beef and pork, plain, on wheat bread",hot dog on bread
"Hot dog, beef and pork, plain, on white wheat bread",hot dog on bread
"Hot dog, beef and pork, plain, on multigrain bread",hot dog on bread
"Hot dog, chicken, plain, on bun",hot dog on bun
"Hot dog, chicken, plain, on white bread",hot dog on bread
"Hot dog, chicken, plain, on wheat bread",hot dog on bread
"Hot dog, chicken, plain, on white wheat bread",hot dog on bread
"Hot dog, chicken, plain, on multigrain bread",hot dog on bread
"Hot dog, reduced fat, plain, on bun",hot dog on bun
"Hot dog, reduced fat, plain, on white bread",hot dog on bread
"Hot dog, reduced fat, plain, on wheat bread",hot dog on bread
"Hot dog, reduced fat, plain, on white wheat bread",hot dog on bread
"Hot dog, reduced fat, plain, on multigrain bread",hot dog on bread
"Hot dog, fat free, plain, on bun",hot dog on bun
"Hot dog, fat free, plain, on white bread",hot dog on bread
"Hot dog, fat free, plain, on wheat bread",hot dog on bread
"Hot dog, fat free, plain, on white wheat bread",hot dog on bread
"Hot dog, fat free, plain, on multigrain bread",hot dog on bread
"Hot dog, vegetarian (veggie dog), plain, on bun ",hot dog on bun
